ang_sep,delta_mag,sep,M_jup
0.0,0.0,0.0,964.0771276669531
0.056,2.424,7.439883087551488,449.34640374929427
0.102,4.028,13.551215623754494,217.32941524144638
0.15,6.137,19.928258270227197,93.36127532118923
0.199,6.59,26.43815597183475,85.16593822219522
0.249,6.933,33.08090872857715,83.11754576270596
0.298,7.126,39.5908064301847,83.59892705742429
0.348,7.221,46.233559186927096,83.738226605583
0.397,7.449,52.74345688853465,82.49424255770799
0.446,7.535,59.2533545901422,82.02502050456215
0.495,7.506,65.76325229174975,82.18324654573924
0.544,7.649,72.27314999335731,81.40302848062466
0.593,7.653,78.78304769496485,81.38120419908299
0.643,7.663,85.42580045170726,81.32664349522881
0.692,7.754,91.9356981533148,80.8301410901559
0.742,7.698,98.5784509100572,81.13568103173922
0.791,7.724,105.08834861166476,80.9938232017184
0.84,7.677,111.5982463132723,81.25025850983299
0.889,7.731,118.10814401487987,80.9556307090205
0.939,7.75,124.75089677162225,80.85196537169756
0.988,7.737,131.26079447322982,80.92289428670799
1.038,7.761,137.90354722997222,80.79194859745799
1.087,7.725,144.41344493157976,80.98836713133299
1.137,7.756,151.05619768832216,80.81922894938506
1.186,7.761,157.5660953899297,80.79194859745799
1.236,7.726,164.2088481466721,80.98291106094757
1.285,7.716,170.71874584827964,81.03747176480174
1.334,7.734,177.22864354988724,80.93926249786423
1.384,7.731,183.8713963066296,80.9556307090205
1.433,7.727,190.38129400823718,80.97745499056215
1.483,7.758,197.02404676497957,80.80831680861424
1.532,7.715,203.53394446658712,81.04292783518714
1.582,7.733,210.1766972233295,80.94471856824966
1.631,7.721,216.68659492493705,81.01019141287465
1.681,7.766,223.32934768167948,80.76466824553091
1.73,7.729,229.83924538328702,80.96654284979132
1.78,7.714,236.48199814002942,81.04838390557258
1.829,7.735,242.99189584163696,80.93380642747881
1.878,7.718,249.5017935432445,81.0265596240309
1.928,7.743,256.1445462999869,80.89015786439549
1.977,7.734,262.65444400159447,80.93926249786423
2.027,7.744,269.2971967583369,80.88470179401007
2.076,7.72,275.80709445994444,81.01564748326007
2.125,7.736,282.316992161552,80.92835035709341
2.175,7.705,288.95974491829435,81.09748853904132
2.224,7.696,295.46964261990195,81.14659317251008
2.273,7.688,301.9795403215095,81.1902417355934
2.323,7.687,308.62229307825186,81.19569780597882
2.372,7.685,315.1321907798594,81.20660994674965
2.421,7.682,321.64208848146694,81.22297815790591
2.471,7.691,328.28484123820937,81.17387352443716
2.52,7.658,334.7947389398169,81.3539238471559
2.57,7.664,341.4374916965593,81.32118742484342
2.619,7.677,347.94738939816693,81.25025850983299
2.668,7.606,354.4572870997745,81.63763950719758
2.718,7.628,361.10003985651684,81.5176059587184
2.767,7.643,367.6099375581244,81.43576490293715
2.817,7.645,374.2526903148668,81.42485276216632
2.866,7.635,380.76258801647435,81.47941346602049
2.916,7.608,387.4053407732167,81.62672736642673
2.965,7.619,393.91523847482426,81.56671059218715
3.015,7.598,400.5579912315667,81.6812880702809
3.064,7.614,407.06788893317423,81.59399094411424
3.114,7.604,413.7106416899166,81.6485516479684
3.163,7.58,420.22053939152414,81.77949733721842
3.212,7.558,426.73043709313174,81.89953088569757
3.262,7.551,433.3731898498741,81.93772337839549
3.311,7.559,439.88308755148165,81.89407481531215
3.361,7.546,446.52584030822413,81.96500373032256
3.41,7.544,453.0357380098317,81.9759158710934
3.46,7.552,459.67849076657404,81.93226730801007
3.509,7.506,466.1883884681816,82.18324654573924
3.559,7.518,472.831141224924,82.11777370111425
3.608,7.512,479.34103892653155,82.15051012342674
3.657,7.48,485.8509366281391,82.32510437576006
3.707,7.486,492.49368938488146,82.29236795344758
3.756,7.503,499.003587086489,82.19961475689549
3.806,7.53,505.64633984323143,82.05230085648924
3.855,7.484,512.156237544839,82.30328009421841
3.904,7.478,518.6661352464465,82.33601651653092
