ang_sep,delta_mag,sep,M_jup
0.0,0.0,0.0,862.9520554641857
0.057,2.931,7.8729281767955825,327.7198421135557
0.104,3.802,14.364640883977904,209.20505678107654
0.154,5.919,21.270718232044203,90.97488699770753
0.204,5.923,28.176795580110504,90.86060712338094
0.255,6.573,35.220994475138134,83.02301628522105
0.305,6.589,42.12707182320443,83.06292354281427
0.356,6.699,49.17127071823206,83.33728593876774
0.407,6.772,56.21546961325968,83.51936280153684
0.457,6.775,63.12154696132598,83.52684541233558
0.508,6.865,70.16574585635361,83.7513237362975
0.558,6.855,77.07182320441991,83.72638170030173
0.609,6.9,84.11602209944753,83.73222309297984
0.659,6.825,91.02209944751384,83.65155559231442
0.71,6.918,98.06629834254146,83.63401382604233
0.761,6.876,105.11049723756909,83.77875997589284
0.812,6.917,112.15469613259673,83.63946989642776
0.863,6.931,119.19889502762435,83.56308491103192
0.913,6.92,126.10497237569065,83.62310168527151
0.964,6.884,133.14917127071826,83.79871360468945
1.014,6.862,140.05524861878456,83.74384112549876
1.065,6.889,147.09944751381218,83.79223986721942
1.116,6.905,154.14364640883983,83.70494274105275
1.166,6.905,161.0497237569061,83.70494274105275
1.217,6.866,168.09392265193375,83.75381793989708
1.268,6.88,175.13812154696137,83.78873679029115
1.319,6.899,182.182320441989,83.73767916336526
1.369,6.891,189.0883977900553,83.7813277264486
1.42,6.916,196.13259668508292,83.64492596681318
1.471,6.892,203.17679558011056,83.77587165606317
1.521,6.898,210.08287292817684,83.74313523375068
1.572,6.909,217.1270718232045,83.68311845951109
1.623,6.912,224.1712707182321,83.66675024835483
1.673,6.927,231.0773480662984,83.58490919257359
1.724,6.882,238.12154696132603,83.7937251974903
1.775,6.882,245.16574585635365,83.7937251974903
1.826,6.896,252.2099447513813,83.7540473745215
1.876,6.9,259.11602209944755,83.73222309297984
1.927,6.894,266.1602209944752,83.76495951529235
1.978,6.891,273.20441988950284,83.7813277264486
2.029,6.887,280.24861878453044,83.80315200799025
2.079,6.889,287.15469613259677,83.79223986721942
2.13,6.869,294.19889502762436,83.76130055069581
2.18,6.872,301.1049723756907,83.76878316149453
2.231,6.873,308.1491712707183,83.77127736509411
2.282,6.874,315.19337016574593,83.77377156869369
2.333,6.853,322.2375690607736,83.72139329310257
2.383,6.84,329.14364640883986,83.68896864630807
2.434,6.839,336.1878453038675,83.6864744427085
2.485,6.821,343.2320441988951,83.64157877791611
2.536,6.813,350.27624309392274,83.6216251491195
2.586,6.846,357.182320441989,83.70393386790553
2.637,6.839,364.22651933701667,83.6864744427085
2.687,6.823,371.13259668508294,83.64656718511527
2.738,6.797,378.1767955801106,83.58171789152627
2.789,6.775,385.22099447513824,83.52684541233558
2.84,6.801,392.26519337016583,83.59169470592458
2.891,6.781,399.3093922651935,83.54181063393304
2.941,6.77,406.21546961325976,83.5143743943377
2.992,6.756,413.2596685082874,83.47945554394362
3.043,6.782,420.30386740331505,83.54430483753262
3.093,6.747,427.20994475138133,83.45700771154742
3.144,6.768,434.254143646409,83.50938598713854
3.195,6.701,441.29834254143657,83.34227434596689
3.245,6.729,448.2044198895029,83.41211204675504
3.296,6.683,455.2486187845305,83.29737868117451
3.347,6.698,462.29281767955814,83.33479173516815
3.397,6.684,469.1988950276244,83.29987288477409
3.448,6.734,476.24309392265206,83.42458306475292
3.499,6.706,483.2872928176797,83.35474536396478
3.55,6.622,490.3314917127073,83.14523226160031
3.6,6.678,497.23756906077364,83.28490766317663
3.651,6.69,504.28176795580123,83.31483810637154
3.702,6.641,511.3259668508289,83.19262212999227
3.752,6.627,518.2320441988951,83.1577032795982
3.803,6.645,525.2762430939227,83.20259894439059
3.854,6.641,532.3204419889504,83.19262212999227
3.905,6.633,539.364640883978,83.17266850119566
