ang_sep,delta_mag,sep,M_jup
0.0,0.0,0.0,1035.5482836900517
0.01,0.0,1.11806797853309,1035.5482836900517
0.02,0.0,2.23613595706618,1035.5482836900517
0.025848,0.0,2.889982110912331,1035.5482836900517
0.03,0.271604,3.35420393559927,995.1839026869046
0.04,0.925727,4.47227191413236,891.8105683133658
0.05,1.579849,5.590339892665451,774.1087300985316
0.06,2.233972,6.70840787119854,700.8743945914977
0.07,2.888094,7.826475849731631,595.2586599356355
0.08,3.542217,8.94454382826472,506.4135030215598
0.09,4.196339,10.06261180679781,414.9864038663505
0.1,4.850462,11.180679785330902,344.65156270405436
0.1,4.850462,11.180679785330902,344.65156270405436
0.11,4.89008,12.298747763863991,338.6367147968341
0.12,4.927997,13.41681574239708,332.8801145621411
0.13,4.965347,14.534883720930171,327.2095968849572
0.14,5.003264,15.652951699463262,321.45299665026425
0.15,5.042883,16.77101967799635,315.4379969219553
0.16,5.085337,17.88908765652944,308.9925844061006
0.17,5.131761,19.00715563506253,301.94444216659366
0.18,5.183188,20.12522361359562,294.13673901841327
0.19,5.238294,21.243291592128713,285.7704860835033
0.2,5.293404,22.361359570661804,278.6611251311159
0.21,5.344739,23.47942754919489,272.6692838280412
0.22,5.38852,24.597495527727983,267.5591483631555
0.23,5.421113,25.715563506261073,263.7548806395531
0.24,5.44217,26.83363148479416,261.2970993535136
0.25,5.454632,27.95169946332725,259.8425298333244
0.26,5.461584,29.069767441860343,259.0310896708819
0.27,5.466109,30.187835420393434,258.5029298988665
0.28,5.471226,31.305903398926525,257.9056716550205
0.29,5.478414,32.42397137745961,257.0666854801594
0.3,5.487614,33.5420393559927,255.99285787738765
0.31,5.498702,34.66010733452579,254.6986621752644
0.32,5.511553,35.77817531305888,253.19868842274056
0.33,5.526061,36.89624329159197,251.50530898132604
0.34,5.542597,38.01431127012506,249.57522058573562
0.35,5.562004,39.13237924865815,247.31002794584515
0.36,5.585146,40.25044722719124,244.6088846433078
0.37,5.612887,41.36851520572433,241.3709442597763
0.38,5.646049,42.48658318425743,238.98934886756336
0.39,5.684464,43.60465116279052,236.4465706459955
0.4,5.726982,44.72271914132361,233.63220530889762
0.41,5.772406,45.84078711985669,230.62548507106087
0.42,5.819541,46.95885509838978,227.505509762624
0.43,5.867195,48.076923076922874,224.35118063674628
0.44,5.914273,49.194991055455965,221.23497829091855
0.45,5.959776,50.313059033989056,218.22302885929022
0.46,6.002707,51.43112701252215,215.38132609135772
0.47,6.042071,52.54919499105523,212.77573135196442
0.48,6.076913,53.66726296958832,210.46945831289455
0.49,6.107215,54.78533094812141,208.4636984360249
0.5,6.133891,55.9033989266545,206.6979519349564
0.51,6.157899,57.021466905187594,205.10880656092547
0.52,6.180197,58.139534883720685,203.63285006516816
0.53,6.201719,59.257602862253776,202.20825881475594
