ang_sep,delta_mag,sep,M_jup
0.0,0.0,0.0,981.767552406757
0.125,1.958,6.720430107526887,544.5377717471462
0.233,5.285,12.526881720430119,127.36764130174137
0.343,6.78,18.44086021505378,83.56103604827176
0.453,6.738,24.35483870967744,84.06283642493153
0.563,7.249,30.268817204301097,83.73618086354178
0.677,7.667,36.39784946236563,81.67567316958724
0.79,8.072,42.47311827956993,79.4659646634935
0.901,8.225,48.4408602150538,78.63118589452475
1.014,8.388,54.516129032258114,78.1012109584342
1.128,8.425,60.645161290322626,77.98721118198321
1.239,8.397,66.6129032258065,78.07348128308125
1.35,8.485,72.58064516129039,77.80234667963028
1.462,8.509,78.60215053763447,77.72840087868909
1.575,8.519,84.67741935483878,77.69759012829694
1.688,8.538,90.75268817204308,77.63904970255184
1.8,8.515,96.77419354838717,77.7099144284538
1.913,8.519,102.84946236559148,77.69759012829694
2.026,8.485,108.92473118279578,77.80234667963028
2.138,8.546,114.94623655913988,77.61440110223812
2.249,8.502,120.91397849462376,77.7499684039636
2.361,8.496,126.93548387096786,77.7684548541989
2.474,8.514,133.01075268817218,77.71299550349302
2.587,8.498,139.08602150537646,77.76229270412047
2.7,8.522,145.16129032258078,77.6883469031793
2.813,8.535,151.23655913978507,77.64829292766949
2.925,8.533,157.25806451612917,77.65445507774791
3.037,8.536,163.27956989247326,77.64521185263027
3.149,8.537,169.30107526881736,77.64213077759105
3.261,8.551,175.32258064516145,77.59899572704204
3.375,8.516,181.45161290322596,77.70683335341458
3.487,8.527,187.47311827957006,77.67294152798321
3.6,8.539,193.54838709677435,77.63596862751263
3.712,8.558,199.56989247311844,77.57742820176753
3.825,8.537,205.64516129032276,77.64213077759105
3.936,8.524,211.61290322580663,77.68218475310086
4.049,8.516,217.68817204301095,77.70683335341458
4.161,8.534,223.709677419355,77.65137400270869
4.274,8.534,229.78494623655934,77.65137400270869
4.386,8.532,235.80645161290343,77.65753615278713
4.5,8.544,241.93548387096794,77.62056325231654
4.612,8.541,247.95698924731204,77.62980647743419
4.724,8.541,253.97849462365613,77.62980647743419
4.835,8.529,259.94623655914,77.66677937790477
4.948,8.532,266.02150537634435,77.65753615278713
5.061,8.529,272.0967741935486,77.66677937790477
5.174,8.542,278.17204301075293,77.62672540239498
5.286,8.531,284.193548387097,77.66061722782635
5.399,8.529,290.26881720430134,77.66677937790477
5.511,8.541,296.2903225806454,77.62980647743419
5.623,8.527,302.31182795698953,77.67294152798321
5.735,8.51,308.3333333333336,77.72531980364988
5.848,8.543,314.4086021505379,77.62364432735576
5.961,8.525,320.48387096774223,77.67910367806164
6.073,8.549,326.5053763440863,77.60515787712046
6.186,8.518,332.5806451612906,77.70067120333616
6.298,8.535,338.6021505376347,77.64829292766949
6.411,8.526,344.67741935483895,77.67602260302243
6.522,8.515,350.6451612903229,77.7099144284538
6.635,8.519,356.7204301075272,77.69759012829694
6.748,8.518,362.7956989247315,77.70067120333616
6.861,8.535,368.8709677419358,77.64829292766949
6.973,8.535,374.8924731182799,77.64829292766949
7.086,8.519,380.9677419354842,77.69759012829694
7.198,8.542,386.9892473118283,77.62672540239498
7.31,8.543,393.0107526881724,77.62364432735576
7.422,8.559,399.03225806451644,77.57434712672831
7.535,8.535,405.1075268817208,77.64829292766949
7.648,8.537,411.1827956989251,77.64213077759105
7.76,8.548,417.20430107526914,77.60823895215968
