ang_sep,delta_mag,sep,M_jup
0.0,0.0,0.0,1026.060263488084
0.01,0.0,0.814199641752158,1026.060263488084
0.02,0.0,1.628399283504316,1026.060263488084
0.025848,0.0,2.1045432340009778,1026.060263488084
0.03,0.298942,2.442598925256474,978.4591913942152
0.04,1.018904,3.256798567008632,844.556408712423
0.05,1.738865,4.07099820876079,736.5653290406875
0.06,2.458827,4.885197850512948,661.7524885116953
0.07,3.178789,5.699397492265106,551.0551121799705
0.08,3.89875,6.513597134017264,443.81656713407637
0.09,4.618712,7.327796775769421,366.95158936000877
0.1,5.338673,8.14199641752158,263.47166915566805
0.1,5.338673,8.14199641752158,263.47166915566805
0.11,5.358515,8.956196059273738,261.1557031454292
0.12,5.376447,9.770395701025896,259.06267308315734
0.13,5.393742,10.584595342778053,257.043993910338
0.14,5.411673,11.398794984530213,254.95108056845746
0.15,5.431515,12.212994626282368,252.6351145582186
0.16,5.45454,13.027194268034528,249.94762754149923
0.17,5.482021,13.841393909786687,246.7400344597851
0.18,5.515162,14.655593551538843,242.87180396158305
0.19,5.553535,15.469793193291002,239.4955606651372
0.2,5.595083,16.28399283504316,236.74540188472076
0.21,5.63768,17.098192476795315,233.9258073538311
0.22,5.679197,17.912392118547476,231.17770053553528
0.23,5.71758,18.726591760299634,228.6370404684147
0.24,5.752459,19.54079140205179,226.32831831326527
0.25,5.785143,20.35499104380395,224.16488831473026
0.26,5.817017,21.169190685556107,222.05507410064064
0.27,5.849466,21.983390327308268,219.90719929882744
0.28,5.883818,22.797589969060425,217.63336049973077
0.29,5.920127,23.61178961081258,215.2299833177209
0.3,5.957172,24.425989252564737,212.77788858342495
0.31,5.993677,25.240188894316898,210.3615377054259
0.32,6.028364,26.054388536069055,208.06552447695984
0.33,6.05999,26.868588177821213,205.97212595983626
0.34,6.088068,27.682787819573374,204.11357781704874
0.35,6.112871,28.496987461325528,202.47180954346945
0.36,6.1347,29.311187103077685,201.0268972488293
0.37,6.153861,30.125386744829843,199.7585860812265
0.38,6.170668,30.939586386582004,198.64609165014772
0.39,6.185683,31.75378602833416,197.65221386811348
0.4,6.199716,32.56798567008632,196.72333695067874
0.41,6.21359,33.38218531183848,195.8049846131534
0.42,6.228124,34.19638495359063,194.84294534015407
0.43,6.244107,35.01058459534279,193.78499338609146
0.44,6.261537,35.82478423709495,192.6368295821291
0.45,6.27963,36.63898387884711,191.49442064281803
0.46,6.297563,37.45318352059927,190.36211425312783
0.47,6.314516,38.26738316235142,189.29168597986512
0.48,6.329686,39.08158280410358,188.33383799393982
0.49,6.342679,39.89578244585574,187.51344782379277
0.5,6.353508,40.7099820876079,186.82969463726766
0.51,6.362205,41.52418172936006,186.28055792444016
0.52,6.368799,42.33838137111221,185.8642065981915
0.53,6.373338,43.152581012864374,185.57760989363535
0.54,6.376196,43.966780654616535,185.39715310103318
0.55,6.378078,44.78098029636869,185.27832186111812
0.56,6.379701,45.59517993812085,185.17584412340173
0.57,6.381785,46.409379579873,185.04425841459036
0.58,6.38504,47.22357922162516,184.83873467074153
0.59,6.389994,48.03777886337732,184.52593447810642
0.6,6.396994,48.85197850512947,184.08394793219492
0.61,6.406378,49.666178146881634,183.49143339693288
0.62,6.418484,50.480377788633795,182.72704923624647
0.63,6.433616,51.29457743038595,181.7716006058559
0.64,6.45131,52.10877707213811,180.65438489966184
0.65,6.470329,52.92297671389027,179.45350745442016
0.66,6.489407,53.737176355642426,178.2489046940058
0.67,6.507274,54.55137599739459,177.1207656060342
0.68,6.522682,55.36557563914675,176.14789007754774
0.69,6.534847,56.179775280898895,175.37978060168862
0.7,6.543452,56.993974922651056,174.83645285489303
0.71,6.548198,57.80817456440321,174.53678597676506
0.72,6.548786,58.62237420615537,174.49965910690844
0.73,6.544954,59.43657384790753,174.7416151703274
0.74,6.537251,60.250773489659686,175.22798979363546
0.75,6.527039,61.06497313141185,175.87278502318532
0.76,6.515717,61.87917277316401,176.58766669072966
0.77,6.504681,62.69337241491616,177.28449005082683
0.78,6.495306,63.50757205666832,177.87643631767267
0.79,6.48845,64.32177169842048,178.30933056892542
0.8,6.48445,65.13597134017265,178.56189430944636
0.81,6.483622,65.9501709819248,178.6141750037341
0.82,6.486283,66.76437062367695,178.4461569753526
0.83,6.492721,67.57857026542911,178.03965563498429
0.84,6.502623,68.39276990718126,177.41443409532482
0.85,6.515068,69.20696954893343,176.62864515762925
0.86,6.529112,70.02116919068558,175.74189386466043
0.87,6.543809,70.83536883243774,174.81391154105157
0.88,6.558225,71.6495684741899,173.90367182021427
0.89,6.57166,72.46376811594206,173.05537335673978
0.9,6.583655,73.27796775769421,172.29799783985277
0.91,6.593757,74.09216739944638,171.66014811316728
0.92,6.601517,74.90636704119854,171.1701744565567
0.93,6.606513,75.72056668295069,170.8547223446462
0.94,6.608983,76.53476632470284,170.69876423487455
0.95,6.609829,77.348965966455,170.6453470037543
0.96,6.609982,78.16316560820717,170.63568644067954
0.97,6.610371,78.97736524995932,170.61112461691377
0.98,6.611905,79.79156489171147,170.51426642242404
0.99,6.615004,80.60576453346364,170.31859266445557
1.0,6.619599,81.4199641752158,170.02846006753208
1.01,6.625601,82.23416381696795,169.65807992523162
1.02,6.632918,83.04836345872012,169.26680186507446
1.03,6.641452,83.86256310047227,168.8104444828985
1.04,6.65088,84.67676274222443,168.3062802692643
1.05,6.660656,85.4909623839766,167.78350668499536
1.06,6.670228,86.30516202572875,167.27164204213295
1.07,6.67904,87.1193616674809,166.8004185535304
1.08,6.686549,87.93356130923307,166.3988732544024
1.09,6.692458,88.74776095098522,166.08288828003188
1.1,6.696721,89.56196059273738,165.85492348975583
1.11,6.699299,90.37616023448955,165.71706441649016
1.12,6.700156,91.1903598762417,165.67123616754188
1.13,6.699265,92.00455951799384,165.71888257339123
1.14,6.696876,92.818759159746,165.84663483329498
1.15,6.69351,93.63295880149816,166.02663236650378
1.16,6.689699,94.44715844325032,166.23042636503575
1.17,6.685977,95.26135808500247,166.42946107050312
