ang_sep,delta_mag,sep,M_jup
0.0,0.0,0.0,911.5340157349178
0.058,3.062,7.090464547677248,317.2123341179332
0.106,4.047,12.958435207823936,194.90359523410797
0.156,5.799,19.070904645476734,94.96364491248302
0.207,6.103,25.30562347188259,88.48413545190189
0.258,6.865,31.540342298288447,83.56218138337043
0.309,6.733,37.775061124694304,83.23294650822628
0.36,6.994,44.00977995110016,83.63310137463876
0.41,7.24,50.122249388752955,82.29090805982625
0.462,7.393,56.47921760391187,81.4561292908575
0.514,7.464,62.836185819070785,81.06874829349292
0.565,7.45,69.07090464547663,81.14513327888875
0.617,7.474,75.42787286063555,81.01418758963875
0.668,7.535,81.66259168704141,80.68136729612833
0.718,7.626,87.7750611246942,80.18486489105541
0.769,7.635,94.00977995110006,80.13576025758667
0.821,7.691,100.36674816625897,79.83022031600333
0.873,7.625,106.72371638141789,80.19032096144083
0.924,7.651,112.95843520782374,80.04846313142001
0.975,7.654,119.1931540342296,80.03209492026375
1.026,7.67,125.42787286063546,79.94479779409708
1.077,7.649,131.6625916870413,80.05937527219083
1.129,7.676,138.01955990220023,79.91206137178459
1.181,7.69,144.37652811735913,79.83567638638874
1.232,7.632,150.611246943765,80.15212846874292
1.283,7.673,156.84596577017084,79.92842958294084
1.334,7.67,163.0806845965767,79.94479779409708
1.385,7.671,169.31540342298254,79.93934172371166
1.437,7.672,175.67237163814147,79.93388565332624
1.488,7.616,181.9070904645473,80.23942559490959
1.54,7.672,188.26405867970624,79.93388565332624
1.591,7.667,194.49877750611208,79.96116600525333
1.642,7.673,200.73349633251794,79.92842958294084
1.693,7.653,206.9682151589238,80.03755099064917
1.744,7.665,213.20293398532965,79.97207814602416
1.796,7.654,219.55990220048858,80.03209492026375
1.848,7.631,225.91687041564748,80.15758453912834
1.899,7.624,232.15158924205335,80.19577703182625
1.95,7.656,238.3863080684592,80.02118277949292
2.001,7.658,244.62102689486503,80.01027063872208
2.052,7.64,250.85574572127092,80.10847990565958
2.104,7.628,257.21271393642985,80.17395275028458
2.155,7.651,263.44743276283566,80.04846313142001
2.207,7.604,269.8044009779946,80.30489843953458
2.258,7.642,276.03911980440046,80.09756776488875
2.309,7.655,282.2738386308063,80.02663884987832
2.36,7.611,288.50855745721213,80.26670594683667
2.411,7.581,294.743276283618,80.43038805839916
2.463,7.588,301.10024449877693,80.39219556570124
2.514,7.593,307.33496332518274,80.36491521377417
2.566,7.574,313.69193154034167,80.46858055109709
2.617,7.581,319.92665036674754,80.43038805839916
2.668,7.558,326.1613691931534,80.55587767726375
2.719,7.535,332.3960880195592,80.68136729612833
2.771,7.549,338.75305623471814,80.6049823107325
2.822,7.523,344.987775061124,80.74684014075333
2.873,7.514,351.2224938875299,80.79594477422208
2.925,7.517,357.57946210268875,80.77957656306583
2.975,7.502,363.6919315403416,80.86141761884709
3.027,7.463,370.04889975550054,81.07420436387834
3.078,7.464,376.28361858190635,81.06874829349292
3.13,7.496,382.6405867970653,80.89415404115958
3.181,7.492,388.87530562347115,80.91597832270125
3.232,7.444,395.110024449877,81.17786970120125
3.284,7.445,401.4669926650359,81.17241363081584
3.335,7.429,407.70171149144176,81.2597107569825
3.386,7.454,413.9364303178476,81.12330899734708
3.438,7.421,420.29339853300655,81.30335932006584
3.489,7.458,426.52811735941236,81.10148471580541
3.54,7.377,432.76283618581823,81.54342641702416
3.591,7.413,438.9975550122241,81.34700788314917
3.642,7.407,445.2322738386299,81.37974430546167
3.694,7.411,451.58924205378884,81.35792002392
3.745,7.392,457.8239608801947,81.46158536124291
3.797,7.352,464.18092909535363,81.67982817665958
3.848,7.36,470.41564792175944,81.63617961357625
3.899,7.374,476.6503667481653,81.55979462818041
