ang_sep,delta_mag,sep,M_jup
0.0,0.0,0.0,981.7675524067571
0.01,0.0,0.537634408602151,981.7675524067571
0.02,0.0,1.075268817204302,981.7675524067571
0.025848,0.0,1.3896774193548398,981.7675524067571
0.03,0.275911,1.6129032258064528,934.8233320300724
0.04,0.940406,2.150537634408604,819.2668677217895
0.05,1.604901,2.688172043010755,727.0659625000013
0.06,2.269396,3.2258064516129057,649.2053225923563
0.07,2.933891,3.763440860215057,546.226516390988
0.08,3.598386,4.301075268817208,446.71616078644695
0.09,4.262881,4.8387096774193585,378.17769139352276
0.1,4.927376,5.37634408602151,278.5763346562144
0.1,4.927376,5.37634408602151,278.5763346562144
0.11,4.965593,5.91397849462366,274.1156314502223
0.12,4.999257,6.451612903225811,270.18635618721055
0.13,5.031403,6.989247311827963,266.4342624786563
0.14,5.065067,7.526881720430114,262.50498721564435
0.15,5.103283,8.064516129032265,258.044400730044
0.16,5.149088,8.602150537634415,252.69802319254822
0.17,5.205515,9.139784946236567,246.11184165541775
0.18,5.275418,9.677419354838717,239.24594732825037
0.19,5.357457,10.215053763440869,233.81559505650227
0.2,5.446103,10.75268817204302,227.94791008372863
0.21,5.53564,11.29032258064517,222.02124774806498
0.22,5.620357,11.82795698924732,216.4136324260146
0.23,5.694694,12.365591397849473,211.49309345278309
0.24,5.756647,12.903225806451623,207.39228025062795
0.25,5.807765,13.440860215053775,204.00866090583798
0.26,5.849751,13.978494623655926,201.2295098864251
0.27,5.88431,14.516129032258078,198.94196927574785
0.28,5.913151,15.053763440860228,197.0329163878593
0.29,5.938104,15.591397849462377,195.3812192653087
0.3,5.961121,16.12903225806453,193.85767048681527
0.31,5.984158,16.666666666666682,192.35212512747785
0.32,6.009172,17.20430107526883,190.77271777613035
0.33,6.038059,17.741935483870982,188.94876558302386
0.34,6.071297,18.279569892473134,186.85008718116552
0.35,6.107952,18.817204301075282,184.5356562039673
0.36,6.147027,19.354838709677434,182.06842416375392
0.37,6.187525,19.892473118279586,179.51134257285028
0.38,6.228453,20.430107526881738,176.92711037984054
0.39,6.268961,20.96774193548389,174.36939737958562
0.4,6.308331,21.50537634408604,171.88353876350874
0.41,6.345854,22.04301075268819,169.54358784033482
0.42,6.380822,22.58064516129034,167.6736669427573
0.43,6.412564,23.118279569892493,165.9762570499723
0.44,6.441317,23.65591397849464,164.4386845388751
0.45,6.468224,24.193548387096794,162.99982725246687
0.46,6.494468,24.731182795698945,161.59642402563028
0.47,6.521231,25.268817204301094,160.1652671684503
0.48,6.549678,25.806451612903246,158.64405806946297
0.49,6.580558,26.344086021505397,156.99274380164113
0.5,6.614206,26.88172043010755,155.19341017198852
0.51,6.650936,27.4193548387097,153.22926596677172
0.52,6.691065,27.956989247311853,151.08335954664787
