ang_sep,delta_mag,sep,M_jup
0.0,0.0,0.0,1052.5390954334903
0.058,2.941,4.218181818181817,423.50098097078376
0.108,4.034,7.854545454545452,258.40346457320607
0.16,5.885,11.636363636363633,112.99869074238717
0.211,6.353,15.34545454545454,96.31356058618738
0.262,6.687,19.05454545454545,89.48184554009515
0.316,6.801,22.981818181818173,87.68341103263671
0.368,6.962,26.763636363636355,85.46422619236915
0.419,6.836,30.472727272727262,87.20097954562202
0.472,7.013,34.327272727272714,84.76125459700486
0.525,7.011,38.18181818181817,84.78882211054857
0.577,6.999,41.96363636363635,84.95422719181076
0.629,7.087,45.745454545454535,83.75661289435612
0.682,7.026,49.59999999999999,84.58206575897086
0.734,7.055,53.38181818181816,84.18233681258725
0.786,7.087,57.16363636363635,83.75661289435612
0.838,7.094,60.945454545454524,83.68328330832988
0.891,7.078,64.79999999999998,83.86531040683472
0.943,7.094,68.58181818181816,83.68328330832988
0.996,7.116,72.43636363636361,83.45281889510458
1.048,7.111,76.2181818181818,83.5051971708376
1.101,7.084,80.07272727272725,83.78803985979594
1.153,7.091,83.85454545454543,83.7147102737697
1.205,7.122,87.63636363636361,83.38996496422496
1.258,7.119,91.49090909090907,83.42139192966478
1.31,7.149,95.27272727272725,83.10712227526662
1.363,7.098,99.1272727272727,83.64138068774346
1.414,7.092,102.8363636363636,83.70423461862309
1.467,7.085,106.69090909090906,83.77756420464932
1.52,7.114,110.54545454545452,83.47377020539778
1.572,7.094,114.3272727272727,83.68328330832988
1.624,7.115,118.10909090909088,83.46329455025116
1.677,7.07,121.96363636363633,83.97558046100953
1.73,7.09,125.81818181818178,83.72518592891632
1.781,7.098,129.52727272727267,83.64138068774346
1.834,7.128,133.38181818181815,83.32711103334533
1.886,7.113,137.16363636363633,83.48424586054439
1.939,7.135,141.01818181818177,83.25378144731908
1.991,7.076,144.79999999999995,83.89287792037842
2.043,7.09,148.58181818181814,83.72518592891632
2.096,7.061,152.4363636363636,84.09963427195616
2.148,7.048,156.2181818181818,84.27882310999017
2.201,7.06,160.07272727272724,84.113418028728
2.253,7.068,163.85454545454542,84.0031479745532
2.306,7.03,167.70909090909086,84.52693073188345
2.358,7.014,171.49090909090904,84.74747084023302
2.41,7.028,175.27272727272722,84.55449824542715
2.462,7.035,179.0545454545454,84.45801194802422
2.515,7.051,182.90909090909085,84.23747183967461
2.567,7.007,186.69090909090906,84.84395713763595
2.619,6.989,190.47272727272724,85.09206475952924
2.672,6.995,194.32727272727269,85.00936221889815
2.724,6.98,198.10909090909087,85.21611857047587
2.777,6.967,201.9636363636363,85.39530740850991
2.829,6.94,205.7454545454545,85.7674688413498
2.882,6.957,209.59999999999994,85.53314497622839
2.934,6.934,213.38181818181812,85.85017138198089
2.986,6.906,217.1636363636363,86.23611657159266
3.039,6.932,221.01818181818177,85.87773889552457
3.091,6.923,224.79999999999995,86.0017927064712
3.144,6.898,228.6545454545454,86.34638662576745
3.196,6.925,232.43636363636358,85.97422519292753
3.248,6.897,236.21818181818176,86.36017038253927
3.301,6.894,240.0727272727272,86.40152165285481
3.353,6.83,243.8545454545454,87.28368208625311
3.405,6.853,247.63636363636354,86.96665568050061
3.458,6.909,251.49090909090904,86.1947653012771
3.51,6.887,255.27272727272717,86.49800795025777
3.562,6.84,259.05454545454535,87.14584451853466
3.615,6.833,262.9090909090908,87.24233081593756
3.668,6.881,266.7636363636363,86.58071049088886
3.72,6.811,270.5454545454545,87.54557346491826
3.772,6.839,274.32727272727266,87.15962827530647
3.825,6.796,278.18181818181813,87.75232981649597
3.877,6.828,281.9636363636363,87.31124959979682
