ang_sep,delta_mag,sep,M_jup
0.0,0.0,0.0,1009.4659785878833
0.139,2.119,16.01936153048295,536.4449407475273
0.252,5.552,29.042295724328795,118.98305322417428
0.369,6.749,42.526218739195734,85.38500761179655
0.493,6.747,56.81687219084959,85.41257512534025
0.613,7.269,70.64653682148234,83.51937867229631
0.735,7.762,84.70669586262565,81.74072268501634
0.857,7.969,98.76685490376896,80.61131611523508
0.977,8.055,112.59651953440172,80.14209406208926
1.101,8.149,126.88717298605557,79.62922344586009
1.221,8.052,140.71683761668834,80.1584622732455
1.345,8.165,155.00749106834218,79.54192631969342
1.465,8.165,168.83715569897495,79.54192631969342
1.588,8.132,183.01256194537353,79.72197664241217
1.71,8.145,197.07272098651683,79.65104772740175
1.831,8.213,211.01763282240486,79.28003494119342
1.954,8.193,225.19303906880344,79.38915634890175
2.075,8.204,239.1379509046915,79.32913957466216
2.198,8.188,253.31335715109006,79.41643670082883
2.319,8.127,267.25826898697807,79.74925699433925
2.442,8.162,281.4336752333767,79.55829453084966
2.563,8.153,295.3785870692647,79.60739916431841
2.685,8.087,309.43874611040803,79.96749980975592
2.807,8.166,323.4989051515513,79.536470249308
2.929,8.146,337.5590641926946,79.64559165701633
3.052,8.179,351.73447043909323,79.46554133429758
3.173,8.149,365.67938227498126,79.62922344586009
3.296,8.146,379.8547885213798,79.64559165701633
3.417,8.183,393.79970035726785,79.44371705275591
3.539,8.167,407.8598593984112,79.53101417892259
3.661,8.166,421.92001843955444,79.536470249308
3.783,8.201,435.98017748069776,79.34550778581841
3.905,8.148,450.040336521841,79.6346795162455
4.027,8.147,464.1004955629844,79.64013558663092
4.15,8.168,478.275901809383,79.52555810853717
4.271,8.174,492.220813645271,79.49282168622467
4.393,8.166,506.28097268641426,79.536470249308
4.515,8.149,520.3411317275576,79.62922344586009
4.637,8.184,534.4012907687008,79.43826098237051
4.759,8.154,548.4614498098442,79.601943093933
4.881,8.153,562.5216088509876,79.60739916431841
5.004,8.174,576.697015097386,79.49282168622467
5.125,8.188,590.6419269332741,79.41643670082883
5.247,8.185,604.7020859744174,79.43280491198507
5.369,8.17,618.7622450155607,79.51464596776633
5.491,8.148,632.822404056704,79.6346795162455
5.614,8.147,646.9978103031026,79.64013558663092
5.735,8.168,660.9427221389907,79.52555810853717
5.858,8.142,675.1181283853892,79.66741593855801
5.98,8.181,689.1782874265326,79.45462919352676
6.101,8.167,703.1231992624206,79.53101417892259
6.224,8.176,717.2986055088192,79.48190954545383
6.345,8.192,731.2435173447071,79.39461241928717
6.468,8.191,745.4189235911058,79.40006848967258
6.589,8.17,759.3638354269939,79.51464596776633
6.712,8.187,773.5392416733923,79.42189277121425
6.833,8.186,787.4841535092804,79.42734884159967
6.956,8.17,801.6595597556791,79.51464596776633
7.078,8.174,815.7197187968223,79.49282168622467
7.2,8.139,829.7798778379656,79.68378414971426
7.322,8.172,843.8400368791089,79.5037338269955
7.444,8.135,857.9001959202523,79.70560843125591
7.566,8.151,871.9603549613955,79.61831130508925
7.688,8.171,886.0205140025388,79.50918989738092
