ang_sep,delta_mag,sep,M_jup
0.0,0.0,0.0,1014.8062851924457
0.086,2.978,5.665349143610015,400.9796007137001
0.159,3.802,10.474308300395263,264.0721493508446
0.234,4.466,15.415019762845859,196.93945632438678
0.311,5.259,20.487483530961804,137.4663026231388
0.387,5.715,25.494071146245073,111.59356019967224
0.464,6.022,30.566534914361018,99.56280560168203
0.541,6.226,35.63899868247697,95.2163416664169
0.618,6.243,40.711462450592904,94.94921246017846
0.695,6.626,45.78392621870885,87.38255862104467
0.772,6.724,50.856389986824794,86.03175045740352
0.849,6.821,55.92885375494074,84.69472605053423
0.926,6.916,61.00131752305669,83.48606244095973
1.003,6.964,66.07378129117262,82.98323099392269
1.08,6.942,71.14624505928857,83.213695407148
1.157,6.929,76.21870882740453,83.34987892405385
1.234,6.947,81.29117259552046,83.16131713141499
1.311,6.954,86.3636363636364,83.08798754538876
1.388,6.964,91.43610013175234,82.98323099392269
1.465,6.955,96.5085638998683,83.07751189024214
1.542,6.979,101.58102766798424,82.82609616672363
1.619,6.965,106.65349143610018,82.9727553387761
1.697,6.951,111.7918313570488,83.11941451082858
1.774,6.986,116.86429512516476,82.75884448614606
1.851,6.979,121.9367588932807,82.82609616672363
1.928,6.956,127.00922266139663,83.06703623509554
2.005,6.964,132.0816864295126,82.98323099392269
2.082,6.958,137.15415019762852,83.04608492480232
2.159,6.97,142.22661396574446,82.92037706304308
2.236,6.933,147.29907773386043,83.30797630346744
2.313,6.968,152.37154150197637,82.94132837333628
2.39,6.941,157.4440052700923,83.22417106229462
2.467,6.941,162.51646903820827,83.22417106229462
2.544,6.918,167.5889328063242,83.46511113066653
2.621,6.922,172.66139657444015,83.42320851008012
2.698,6.912,177.73386034255608,83.52796506154615
2.776,6.858,182.87220026350468,84.18472704997586
2.853,6.873,187.94466403162068,83.97797069839812
2.93,6.831,193.0171277997366,84.55688848281575
3.007,6.843,198.08959156785255,84.39148340155356
3.084,6.807,203.1620553359685,84.8876986453401
3.161,6.812,208.23451910408443,84.81877986148088
3.238,6.807,213.30698287220036,84.8876986453401
3.315,6.784,218.3794466403163,85.20472505109264
3.392,6.805,223.45191040843227,84.91526615888381
3.469,6.772,228.5243741765482,85.3701301323548
3.547,6.741,233.66271409749683,85.79742659228211
3.624,6.723,238.73517786561277,86.04553421417539
3.701,6.736,243.8076416337287,85.86634537614135
3.778,6.719,248.88010540184467,86.10066924126278
3.855,6.729,253.9525691699606,85.96283167354429
